#Extended Data Table 4. Differentially H3K27ac acetylated loci between 2nd and 3rd trimester CTBs														
	seqnames	start	end	width	strand	Conc	Conc_second.CTB	Conc_third.CTB	Fold	absFC	p.value	FDR	nglogP	nglogFDR
20233	chr5	174149607	174156535	6929	*	9.85	7.63	10.69	-3.06	3.06	2.14E-12	2.53E-10	11.66958623	9.596879479
14436	chr2	228579560	228583234	3675	*	9.15	6.93	9.99	-3.06	3.06	7.86E-10	2.00E-08	9.104577454	7.698970004
21621	chr6	138270166	138272708	2543	*	9.91	10.75	7.69	3.06	3.06	7.51E-09	1.09E-07	8.124360063	6.962573502
17398	chr3	152619495	152621624	2130	*	8.39	9.22	6.17	3.06	3.06	9.11E-09	1.26E-07	8.040481623	6.899629455
715	chr1	40499291	40502425	3135	*	8.76	9.6	6.54	3.06	3.06	3.04E-08	3.08E-07	7.517126416	6.511449283
3533	chr10	97832265	97835702	3438	*	9.05	9.88	6.82	3.06	3.06	3.11E-08	3.13E-07	7.507239611	6.504455662
21337	chr6	107000637	107012627	11991	*	10.13	7.91	10.96	-3.06	3.06	4.97E-08	4.49E-07	7.303643611	6.347753659
3309	chr10	71143379	71148060	4682	*	9.57	7.34	10.4	-3.06	3.06	9.98E-08	7.77E-07	7.000869459	6.109578981
19390	chr5	66315545	66319928	4384	*	9.31	7.08	10.15	-3.06	3.06	1.50E-07	1.06E-06	6.823908741	5.974694135
9956	chr17	15785050	15787074	2025	*	8.53	9.36	6.3	3.06	3.06	2.34E-07	1.50E-06	6.630784143	5.823908741
9120	chr16	24855446	24856957	1512	*	8	8.83	5.77	3.06	3.06	1.66E-06	7.23E-06	5.779891912	5.140861703
16439	chr3	39518191	39519800	1610	*	8.02	8.86	5.8	3.06	3.06	3.32E-06	1.28E-05	5.478861916	4.89279003
22128	chr7	12633990	12636096	2107	*	8.05	5.83	8.89	-3.06	3.06	7.11E-06	2.41E-05	5.148130399	4.617982957
21033	chr6	51203354	51205950	2597	*	8.58	6.35	9.42	-3.06	3.06	4.03E-05	0.000107	4.394694954	3.970616222
20407	chr6	5773131	5774601	1471	*	8.48	9.32	6.26	3.06	3.06	6.78E-05	0.000169	4.168770306	3.772113295
12537	chr19	56226275	56229754	3480	*	9.4	10.24	7.18	3.06	3.06	8.02E-05	0.000196	4.095825632	3.707743929
5062	chr11	117381966	117384847	2882	*	8.74	9.58	6.52	3.06	3.06	0.000105	0.000248	3.978810701	3.605548319
16032	chr22	43688684	43690882	2199	*	8.21	9.05	5.98	3.06	3.06	0.000294	0.000622	3.53165267	3.206209615
14930	chr20	36920840	36923474	2635	*	8.81	9.64	6.59	3.06	3.06	0.000348	0.000725	3.458420756	3.139661993
4567	chr11	65995114	65997148	2035	*	8.63	6.4	9.47	-3.07	3.07	4.30E-14	1.18E-11	13.36653154	10.92811799
16042	chr22	45147949	45155487	7539	*	9.43	7.2	10.27	-3.07	3.07	1.15E-10	4.96E-09	9.93930216	8.304518324
6888	chr13	52548727	52552699	3973	*	8.76	6.53	9.6	-3.07	3.07	2.28E-10	8.02E-09	9.642065153	8.095825632
15723	chr22	29279483	29284770	5288	*	9.28	7.05	10.12	-3.07	3.07	3.97E-10	1.19E-08	9.401209493	7.924453039
9264	chr16	48556939	48561530	4592	*	10.44	8.21	11.28	-3.07	3.07	5.62E-10	1.53E-08	9.250263684	7.815308569
21979	chr6	169008465	169011497	3033	*	9.04	9.87	6.8	3.07	3.07	4.73E-08	4.32E-07	7.325138859	6.364516253
17179	chr3	129735360	129739179	3820	*	9.7	10.54	7.46	3.07	3.07	8.06E-08	6.57E-07	7.093664958	6.18243463
18056	chr4	40396756	40399298	2543	*	8.9	6.67	9.74	-3.07	3.07	2.32E-06	9.49E-06	5.634512015	5.022733788
10401	chr17	46018544	46020726	2183	*	8.03	5.79	8.86	-3.07	3.07	5.93E-06	2.07E-05	5.226945307	4.684029655
14719	chr20	16061658	16063725	2068	*	8.49	9.33	6.26	3.07	3.07	5.97E-06	2.08E-05	5.224025669	4.681936665
6712	chr13	41026407	41028898	2492	*	8.67	9.51	6.44	3.07	3.07	1.21E-05	3.80E-05	4.91721463	4.420216403
16093	chr3	3151268	3154068	2801	*	8.27	9.1	6.04	3.07	3.07	1.66E-05	4.96E-05	4.779891912	4.304518324
11388	chr18	61366504	61368830	2327	*	8.25	9.09	6.02	3.07	3.07	3.40E-05	9.22E-05	4.468521083	4.035269079
13414	chr2	85997285	86000848	3564	*	9.49	10.33	7.26	3.07	3.07	4.74E-05	0.000123	4.324221658	3.910094889
17974	chr4	25299693	25303845	4153	*	9.38	7.15	10.22	-3.07	3.07	7.81E-05	0.000191	4.107348966	3.718966633
24617	chr9	2035801	2041702	5902	*	8.55	6.32	9.39	-3.07	3.07	0.000284	0.000604	3.54668166	3.218963061
18991	chr5	668902	674358	5457	*	10.56	11.39	8.32	3.07	3.07	0.000533	0.00107	3.273272791	2.970616222
21018	chr6	47284240	47287877	3638	*	9.67	10.51	7.42	3.08	3.08	9.64E-14	2.36E-11	13.01592297	10.627088
23130	chr7	130125463	130134938	9476	*	9.51	7.27	10.35	-3.08	3.08	2.93E-13	5.36E-11	12.53313238	10.27083521
22551	chr7	66343523	66346525	3003	*	8.27	9.1	6.03	3.08	3.08	3.80E-09	6.68E-08	8.420216403	7.175223538
12785	chr2	24778984	24784284	5301	*	9.71	10.55	7.47	3.08	3.08	1.48E-08	1.80E-07	7.829738285	6.744727495
11973	chr19	23279808	23285374	5567	*	10.45	11.29	8.21	3.08	3.08	1.67E-08	1.96E-07	7.777283529	6.707743929
24251	chr8	102739370	102744794	5425	*	10.95	11.78	8.71	3.08	3.08	2.37E-08	2.54E-07	7.625251654	6.595166283
4306	chr11	45082099	45086575	4477	*	10.15	10.99	7.92	3.08	3.08	7.30E-07	3.72E-06	6.13667714	5.42945706
3243	chr10	62825038	62828586	3549	*	8.12	5.87	8.96	-3.08	3.08	3.24E-06	1.25E-05	5.48945499	4.903089987
7330	chr14	45632101	45634916	2816	*	8.83	6.58	9.66	-3.08	3.08	4.41E-06	1.61E-05	5.355561411	4.793174124
15494	chr21	43345299	43349188	3890	*	8.53	6.29	9.37	-3.08	3.08	1.01E-05	3.26E-05	4.995678626	4.4867824
12604	chr2	1732913	1735500	2588	*	8.49	9.33	6.26	3.08	3.08	1.43E-05	4.37E-05	4.844663963	4.359518563
2854	chr10	12625436	12629094	3659	*	8.18	9.02	5.94	3.08	3.08	1.58E-05	4.78E-05	4.801342913	4.320572103
1280	chr1	100279306	100281058	1753	*	8.61	6.37	9.45	-3.08	3.08	2.83E-05	7.86E-05	4.548213564	4.104577454
12628	chr2	9199970	9202570	2601	*	8.85	9.69	6.61	3.08	3.08	4.52E-05	0.000118	4.344861565	3.928117993
1750	chr1	160692929	160695163	2235	*	8.26	6.02	9.1	-3.08	3.08	9.00E-05	0.000217	4.045757491	3.663540266
6037	chr12	85304483	85307558	3076	*	8.23	5.99	9.07	-3.08	3.08	9.47E-05	0.000227	4.023650021	3.643974143
21764	chr6	150008840	150011090	2251	*	8.04	8.88	5.79	3.09	3.09	3.41E-16	2.31E-13	15.46724562	12.63638802
23695	chr8	29261759	29265064	3306	*	9.81	10.65	7.56	3.09	3.09	4.75E-14	1.27E-11	13.32330639	10.89619628
19783	chr5	123775097	123777128	2032	*	7.99	8.83	5.73	3.09	3.09	2.46E-13	4.80E-11	12.60906489	10.31875876
21733	chr6	147497417	147500164	2748	*	8.13	8.97	5.89	3.09	3.09	2.01E-12	2.42E-10	11.69680394	9.616184634
4215	chr11	27433061	27438447	5387	*	8.99	6.74	9.82	-3.09	3.09	3.32E-11	1.98E-09	10.47886192	8.70333481
19122	chr5	32420984	32424465	3482	*	8.36	6.11	9.2	-3.09	3.09	6.56E-11	3.22E-09	10.18309616	8.492144128
11993	chr19	23958778	23963767	4990	*	10.56	11.4	8.32	3.09	3.09	2.08E-10	7.52E-09	9.681936665	8.123782159
21545	chr6	130275098	130277626	2529	*	8.17	5.91	9.01	-3.09	3.09	2.24E-10	7.94E-09	9.649751982	8.100179498
3864	chr10	128085820	128087883	2064	*	8.43	9.27	6.18	3.09	3.09	4.98E-10	1.40E-08	9.302770657	7.853871964
16799	chr3	72203590	72205444	1855	*	8.25	9.09	5.99	3.09	3.09	1.10E-07	8.42E-07	6.958607315	6.074687909
15079	chr20	49150343	49160384	10042	*	10.36	8.11	11.2	-3.09	3.09	1.18E-07	8.91E-07	6.928117993	6.050122296
13504	chr2	99496914	99499520	2607	*	9.17	10.01	6.92	3.09	3.09	2.93E-07	1.78E-06	6.53313238	5.749579998
15539	chr21	45283694	45287822	4129	*	8.88	6.63	9.72	-3.09	3.09	3.18E-07	1.90E-06	6.49757288	5.721246399
18034	chr4	39487342	39489284	1943	*	8.36	9.2	6.11	3.09	3.09	5.28E-06	1.87E-05	5.277366077	4.728158393
172	chr1	12206658	12208618	1961	*	8.42	9.26	6.17	3.09	3.09	1.03E-05	3.30E-05	4.987162775	4.48148606
2631	chr1	244497931	244501463	3533	*	9.6	10.44	7.35	3.09	3.09	7.26E-05	0.00018	4.139063379	3.744727495
23292	chr7	148267951	148270056	2106	*	8.2	9.04	5.95	3.09	3.09	9.12E-05	0.000219	4.040005162	3.659555885
7624	chr14	73081117	73085733	4617	*	8.43	6.18	9.27	-3.09	3.09	0.000151	0.000345	3.821023053	3.462180905
9561	chr16	77061086	77064252	3167	*	9.55	7.3	10.39	-3.09	3.09	0.000297	0.000629	3.527243551	3.201349355
1857	chr1	170955210	170957463	2254	*	8.39	9.24	6.13	3.1	3.1	1.83E-16	1.42E-13	15.73754891	12.84771166
24589	chr9	295514	298111	2598	*	7.99	5.73	8.83	-3.1	3.1	1.36E-11	9.82E-10	10.86646109	9.007888512
22953	chr7	107772444	107775089	2646	*	8.48	6.22	9.32	-3.1	3.1	6.00E-10	1.61E-08	9.22184875	7.793174124
15002	chr20	45639461	45641633	2173	*	8.02	5.76	8.86	-3.1	3.1	7.88E-09	1.13E-07	8.103473783	6.946921557
19300	chr5	55701266	55704013	2748	*	9.09	9.93	6.83	3.1	3.1	1.44E-08	1.76E-07	7.841637508	6.754487332
16348	chr3	29331072	29336256	5185	*	9.46	7.2	10.3	-3.1	3.1	1.66E-08	1.95E-07	7.779891912	6.709965389
1845	chr1	169551461	169556709	5249	*	10.49	8.23	11.33	-3.1	3.1	8.80E-08	7.05E-07	7.055517328	6.151810883
21807	chr6	152628696	152632345	3650	*	9.08	9.92	6.82	3.1	3.1	2.21E-07	1.44E-06	6.655607726	5.841637508
8805	chr15	96750620	96754566	3947	*	9.26	7	10.1	-3.1	3.1	1.96E-06	8.30E-06	5.707743929	5.080921908
23285	chr7	144514931	144523790	8860	*	10.17	7.91	11.02	-3.1	3.1	2.05E-06	8.58E-06	5.688246139	5.066512712
21322	chr6	106213459	106216128	2670	*	8.34	9.18	6.09	3.1	3.1	2.12E-05	6.15E-05	4.673664139	4.211124884
23199	chr7	137350306	137356188	5883	*	9.04	9.88	6.78	3.1	3.1	3.78E-05	0.000101	4.4225082	3.995678626
4316	chr11	45942379	45945748	3370	*	9.02	6.76	9.86	-3.1	3.1	5.91E-05	0.00015	4.228412519	3.823908741
2559	chr1	235251480	235254884	3405	*	9.7	10.54	7.44	3.1	3.1	6.46E-05	0.000162	4.189767482	3.790484985
183	chr1	12814941	12819817	4877	*	10.01	10.85	7.75	3.1	3.1	0.000201	0.000444	3.696803943	3.35261703
10994	chr18	9427126	9440543	13418	*	10.87	11.71	8.6	3.1	3.1	0.000428	0.000873	3.368556231	3.058985756
25438	chr9	116861084	116864697	3614	*	8.47	9.31	6.21	3.1	3.1	0.00147	0.00265	2.832682665	2.576754126
15295	chr21	27538554	27544180	5627	*	9.5	7.23	10.35	-3.11	3.11	7.67E-15	3.24E-12	14.11520464	11.48945499
15785	chr22	32025585	32027960	2376	*	8.61	6.34	9.45	-3.11	3.11	4.64E-10	1.33E-08	9.333482019	7.876148359
157	chr1	10637176	10640625	3450	*	9.29	7.03	10.13	-3.11	3.11	5.97E-10	1.60E-08	9.224025669	7.795880017
7979	chr14	105522883	105526610	3728	*	9.72	10.57	7.45	3.11	3.11	1.52E-09	3.36E-08	8.818156412	7.473660723
2117	chr1	200072906	200075119	2214	*	8.09	8.94	5.83	3.11	3.11	2.09E-09	4.30E-08	8.679853714	7.366531544
4171	chr11	19249302	19253001	3700	*	9.08	9.92	6.8	3.11	3.11	1.83E-08	2.10E-07	7.73754891	6.677780705
3406	chr10	81080163	81083849	3687	*	9.77	10.61	7.5	3.11	3.11	2.26E-07	1.46E-06	6.645891561	5.835647144
18754	chr4	157114322	157118568	4247	*	8.7	9.54	6.43	3.11	3.11	6.11E-07	3.22E-06	6.21395879	5.492144128
92	chr1	7530482	7532452	1971	*	9.29	10.13	7.02	3.11	3.11	1.46E-06	6.51E-06	5.835647144	5.186419011
12702	chr2	16261453	16263171	1719	*	8.22	9.06	5.95	3.11	3.11	7.27E-06	2.46E-05	5.138465589	4.609064893
25599	chr9	130791559	130793643	2085	*	8.41	9.25	6.14	3.11	3.11	2.89E-05	8.01E-05	4.539102157	4.096367484
2626	chr1	244107753	244110738	2986	*	9.21	10.05	6.94	3.11	3.11	5.12E-05	0.000132	4.290730039	3.879426069
12676	chr2	12535913	12540725	4813	*	9.58	7.31	10.43	-3.11	3.11	0.000263	0.000564	3.580044252	3.248720896
20982	chr6	44804234	44806627	2394	*	9.05	9.89	6.77	3.12	3.12	1.62E-10	6.27E-09	9.790484985	8.202732459
23586	chr8	21803853	21807693	3841	*	9.6	10.44	7.32	3.12	3.12	2.61E-10	8.81E-09	9.583359493	8.055024092
12304	chr19	46353981	46357134	3154	*	9.99	10.83	7.71	3.12	3.12	7.51E-09	1.09E-07	8.124360063	6.962573502
3295	chr10	70368783	70370957	2175	*	8.38	9.23	6.11	3.12	3.12	1.83E-08	2.10E-07	7.73754891	6.677780705
856	chr1	51839255	51843533	4279	*	8.9	9.74	6.62	3.12	3.12	8.49E-08	6.86E-07	7.07109231	6.163675884
3105	chr10	34940374	34943399	3026	*	8.2	5.93	9.05	-3.12	3.12	1.76E-06	7.60E-06	5.754487332	5.119186408
4932	chr11	101347235	101351178	3944	*	9.1	6.82	9.94	-3.12	3.12	1.85E-06	7.90E-06	5.732828272	5.102372909
3941	chr11	2130237	2132589	2353	*	8	8.84	5.72	3.12	3.12	3.98E-06	1.48E-05	5.400116928	4.829738285
11870	chr19	17567349	17569630	2282	*	8.22	9.07	5.94	3.12	3.12	1.83E-05	5.42E-05	4.73754891	4.266000713
21176	chr6	78588469	78592098	3630	*	8.35	6.07	9.19	-3.12	3.12	2.63E-05	7.38E-05	4.580044252	4.131943638
184	chr1	12821638	12825188	3551	*	8.97	9.81	6.69	3.12	3.12	2.76E-05	7.70E-05	4.559090918	4.113509275
1728	chr1	156961680	156965238	3559	*	8.38	6.1	9.22	-3.12	3.12	3.04E-05	8.36E-05	4.517126416	4.077793723
25430	chr9	115901932	115909052	7121	*	8.88	6.6	9.72	-3.12	3.12	6.34E-05	0.000159	4.197910742	3.798602876
20044	chr5	149300030	149303244	3215	*	8.75	6.47	9.59	-3.12	3.12	7.32E-05	0.000181	4.135488919	3.742321425
25572	chr9	129107219	129112123	4905	*	9.19	6.91	10.04	-3.12	3.12	0.000179	4.00E-04	3.747146969	3.397940009
15704	chr22	26087671	26090042	2372	*	9.36	10.21	7.08	3.13	3.13	1.90E-13	4.18E-11	12.7212464	10.37882372
9712	chr17	687547	690723	3177	*	9.14	9.99	6.86	3.13	3.13	2.80E-13	5.18E-11	12.55284197	10.28567024
1271	chr1	95582213	95583837	1625	*	7.94	5.65	8.78	-3.13	3.13	1.68E-12	2.12E-10	11.77469072	9.673664139
24087	chr8	82036350	82040282	3933	*	8.61	9.45	6.32	3.13	3.13	2.39E-11	1.54E-09	10.6216021	8.812479279
23457	chr8	8334930	8343627	8698	*	9.82	7.53	10.67	-3.13	3.13	2.19E-09	4.44E-08	8.659555885	7.35261703
17488	chr3	169106111	169109171	3061	*	9.03	9.87	6.74	3.13	3.13	7.56E-08	6.25E-07	7.121478204	6.204119983
2655	chr1	245624843	245626459	1617	*	7.98	8.83	5.7	3.13	3.13	1.10E-06	5.16E-06	5.958607315	5.287350298
23576	chr8	20997722	20999545	1824	*	8.24	9.09	5.96	3.13	3.13	1.97E-06	8.31E-06	5.705533774	5.080398976
7440	chr14	57307167	57309323	2157	*	8.24	9.08	5.95	3.13	3.13	4.18E-06	1.54E-05	5.378823718	4.812479279
15344	chr21	33165717	33169655	3939	*	8.9	9.74	6.62	3.13	3.13	5.39E-06	1.91E-05	5.268411235	4.718966633
14283	chr2	215441362	215443963	2602	*	8.44	9.29	6.16	3.13	3.13	6.34E-06	2.19E-05	5.197910742	4.659555885
15809	chr22	33158852	33161452	2601	*	8.67	9.52	6.39	3.13	3.13	1.02E-05	3.27E-05	4.991399828	4.485452247
2513	chr1	231761681	231765026	3346	*	8.52	6.23	9.36	-3.13	3.13	1.45E-05	4.44E-05	4.838631998	4.35261703
17970	chr4	25084185	25086296	2112	*	8.28	9.12	5.99	3.13	3.13	1.69E-05	5.05E-05	4.772113295	4.296708622
3647	chr10	105647866	105656135	8270	*	9.82	7.53	10.67	-3.13	3.13	0.000118	0.000275	3.928117993	3.560667306
3472	chr10	91234116	91241510	7395	*	10.07	7.78	10.92	-3.13	3.13	0.00014	0.000321	3.853871964	3.493494968
9935	chr17	13491274	13494718	3445	*	9	9.84	6.7	3.14	3.14	5.28E-12	5.07E-10	11.27736608	9.294992041
1233	chr1	94187671	94189706	2036	*	8.28	9.13	5.99	3.14	3.14	5.88E-11	3.02E-09	10.23062267	8.519993057
5986	chr12	76172934	76175413	2480	*	8.91	9.76	6.62	3.14	3.14	7.68E-11	3.65E-09	10.11463878	8.437707136
7149	chr13	113397126	113399938	2813	*	9.7	10.55	7.4	3.14	3.14	1.00E-10	4.46E-09	10	8.350665141
18711	chr4	149902536	149904854	2319	*	8.44	9.29	6.15	3.14	3.14	2.88E-09	5.40E-08	8.540607512	7.26760624
12545	chr19	57428343	57432217	3875	*	8.52	6.23	9.37	-3.14	3.14	3.93E-09	6.83E-08	8.40560745	7.165579296
5867	chr12	63321102	63329685	8584	*	9.89	7.59	10.73	-3.14	3.14	1.18E-08	1.53E-07	7.928117993	6.815308569
22564	chr7	72084254	72087363	3110	*	8.4	9.25	6.11	3.14	3.14	1.30E-08	1.64E-07	7.886056648	6.785156152
15594	chr22	19008930	19013299	4370	*	8.84	9.68	6.54	3.14	3.14	1.41E-08	1.74E-07	7.850780887	6.759450752
11880	chr19	18029152	18032140	2989	*	9.64	10.49	7.34	3.14	3.14	1.23E-06	5.62E-06	5.910094889	5.250263684
6030	chr12	83085535	83087956	2422	*	8.14	5.84	8.99	-3.14	3.14	4.73E-06	1.71E-05	5.325138859	4.76700389
17025	chr3	115390106	115393548	3443	*	8.31	6.01	9.15	-3.14	3.14	1.09E-05	3.46E-05	4.962573502	4.460923901
12881	chr2	30884534	30890314	5781	*	10.29	11.13	8	3.14	3.14	1.29E-05	4.01E-05	4.88941029	4.396855627
1483	chr1	120315490	120318165	2676	*	8.85	6.55	9.69	-3.14	3.14	1.40E-05	4.29E-05	4.853871964	4.367542708
16031	chr22	43670201	43673633	3433	*	10	10.84	7.71	3.14	3.14	0.000119	0.000277	3.924453039	3.557520231
8654	chr15	81101808	81105666	3859	*	8.57	9.42	6.28	3.14	3.14	0.000174	0.00039	3.759450752	3.408935393
156	chr1	10554943	10557373	2431	*	9.36	7.07	10.21	-3.14	3.14	0.000607	0.0012	3.216811309	2.920818754
604	chr1	33751802	33753749	1948	*	8.06	8.91	5.75	3.15	3.15	2.02E-13	4.30E-11	12.69464863	10.36653154
1087	chr1	83523370	83526989	3620	*	8.04	8.89	5.74	3.15	3.15	1.43E-10	5.74E-09	9.844663963	8.241088108
14815	chr20	30264124	30266512	2389	*	8.53	6.23	9.38	-3.15	3.15	1.78E-09	3.78E-08	8.749579998	7.4225082
14954	chr20	42007257	42015213	7957	*	11.53	12.37	9.22	3.15	3.15	9.88E-09	1.34E-07	8.005243055	6.872895202
25083	chr9	87486514	87487434	921	*	7.99	5.68	8.83	-3.15	3.15	1.71E-07	1.18E-06	6.76700389	5.928117993
24827	chr9	34372912	34375048	2137	*	8.09	5.79	8.94	-3.15	3.15	2.33E-07	1.50E-06	6.632644079	5.823908741
18600	chr4	129696635	129698689	2055	*	8.74	9.59	6.44	3.15	3.15	1.86E-05	5.49E-05	4.730487056	4.260427656
9228	chr16	31419908	31423199	3292	*	9.39	10.23	7.08	3.15	3.15	5.00E-05	0.000129	4.301029996	3.88941029
24298	chr8	107618174	107622430	4257	*	9.01	6.71	9.86	-3.15	3.15	5.23E-05	0.000134	4.281498311	3.872895202
17653	chr3	185892125	185894979	2855	*	8.03	5.73	8.88	-3.15	3.15	0.000599	0.00118	3.222573178	2.928117993
13751	chr2	143707271	143709947	2677	*	8.08	8.93	5.76	3.16	3.16	2.64E-14	8.34E-12	13.57839607	11.07883395
22728	chr7	92640464	92642905	2442	*	8.19	9.04	5.87	3.16	3.16	2.34E-13	4.71E-11	12.63078414	10.32697909
4629	chr11	68079293	68085520	6228	*	9.4	7.08	10.25	-3.16	3.16	5.04E-11	2.66E-09	10.29756946	8.575118363
1097	chr1	84831548	84835725	4178	*	9.21	10.05	6.9	3.16	3.16	2.38E-10	8.30E-09	9.623423043	8.080921908
12115	chr19	37487464	37490742	3279	*	8.98	9.83	6.67	3.16	3.16	5.20E-10	1.45E-08	9.283996656	7.838631998
23782	chr8	38548711	38551139	2429	*	7.94	8.79	5.62	3.16	3.16	1.95E-09	4.07E-08	8.709965389	7.390405591
25048	chr9	82634216	82635942	1727	*	8.3	9.15	5.99	3.16	3.16	4.61E-09	7.68E-08	8.336299075	7.11463878
5248	chr12	6036637	6043233	6597	*	10.79	11.64	8.47	3.16	3.16	7.69E-09	1.11E-07	8.11407366	6.954677021
3032	chr10	29126609	29129314	2706	*	8.32	9.17	6.01	3.16	3.16	1.32E-07	9.69E-07	6.879426069	6.013676223
7884	chr14	100356819	100359649	2831	*	9.13	9.97	6.81	3.16	3.16	3.83E-07	2.21E-06	6.416801226	5.655607726
3240	chr10	62754290	62761764	7475	*	10.81	8.49	11.66	-3.16	3.16	5.26E-07	2.87E-06	6.279014256	5.542118103
16893	chr3	99253691	99256775	3085	*	7.99	5.67	8.83	-3.16	3.16	9.05E-07	4.40E-06	6.043351421	5.356547324
2046	chr1	184604188	184606101	1914	*	8.02	5.71	8.87	-3.16	3.16	4.11E-06	1.52E-05	5.386158178	4.818156412
2440	chr1	226747174	226748136	963	*	8.32	9.17	6.01	3.16	3.16	4.33E-06	1.59E-05	5.363512104	4.798602876
6682	chr13	36561634	36563801	2168	*	8.79	9.64	6.48	3.16	3.16	1.41E-05	4.33E-05	4.850780887	4.363512104
2611	chr1	242361254	242364562	3309	*	9.19	6.88	10.03	-3.16	3.16	7.14E-05	0.000177	4.146301788	3.752026734
8651	chr15	80906046	80912157	6112	*	10.5	11.34	8.18	3.16	3.16	0.000109	0.000257	3.962573502	3.590066877
1254	chr1	94625723	94630021	4299	*	8.52	9.36	6.2	3.16	3.16	0.000194	0.00043	3.71219827	3.366531544
19821	chr5	128792099	128799783	7685	*	9.59	7.28	10.44	-3.16	3.16	0.000281	0.000599	3.55129368	3.222573178
21030	chr6	50806778	50811759	4982	*	8.6	6.29	9.44	-3.16	3.16	0.00144	0.00262	2.841637508	2.581698709
9257	chr16	48404832	48414292	9461	*	9.38	7.06	10.23	-3.17	3.17	9.66E-13	1.34E-10	12.01502287	9.872895202
949	chr1	60102675	60105063	2389	*	8.96	9.81	6.63	3.17	3.17	4.77E-10	1.36E-08	9.321481621	7.866461092
173	chr1	12208921	12215001	6081	*	9.93	10.78	7.61	3.17	3.17	1.13E-09	2.65E-08	8.946921557	7.576754126
12603	chr2	1688952	1692318	3367	*	10.38	11.23	8.07	3.17	3.17	3.82E-09	6.71E-08	8.417936637	7.17327748
20086	chr5	150996917	150998991	2075	*	8.65	9.5	6.33	3.17	3.17	1.03E-08	1.38E-07	7.987162775	6.860120914
21049	chr6	52612339	52615348	3010	*	8.67	9.51	6.35	3.17	3.17	2.22E-08	2.43E-07	7.653647026	6.614393726
23617	chr8	23124356	23126001	1646	*	8.44	9.29	6.12	3.17	3.17	3.88E-06	1.45E-05	5.411168274	4.838631998
23948	chr8	60029517	60032838	3322	*	8.82	6.49	9.67	-3.17	3.17	1.28E-05	3.99E-05	4.89279003	4.399027104
23579	chr8	21208912	21211603	2692	*	8.48	9.33	6.16	3.17	3.17	7.18E-05	0.000178	4.143875556	3.749579998
615	chr1	35083617	35089301	5685	*	9.1	9.95	6.77	3.17	3.17	0.000105	0.000248	3.978810701	3.605548319
12717	chr2	17387304	17390373	3070	*	8.43	9.28	6.11	3.17	3.17	0.000862	0.00164	3.064492734	2.785156152
24162	chr8	96484448	96487522	3075	*	8.45	9.3	6.12	3.18	3.18	1.57E-13	3.55E-11	12.80410035	10.44977165
8095	chr15	37124116	37126248	2133	*	8.27	9.12	5.94	3.18	3.18	2.75E-13	5.13E-11	12.56066731	10.28988263
2366	chr1	218702266	218704658	2393	*	8.31	9.16	5.98	3.18	3.18	3.29E-13	5.76E-11	12.4828041	10.23957752
23450	chr8	6721263	6724043	2781	*	9.1	6.77	9.95	-3.18	3.18	2.79E-10	9.24E-09	9.554395797	8.034328029
1969	chr1	180095298	180098381	3084	*	9.45	10.3	7.12	3.18	3.18	2.83E-10	9.33E-09	9.548213564	8.030118356
24011	chr8	70836859	70839103	2245	*	9.13	9.98	6.8	3.18	3.18	9.16E-10	2.25E-08	9.038104526	7.647817482
8282	chr15	52345402	52348766	3365	*	9.47	10.32	7.15	3.18	3.18	1.81E-09	3.82E-08	8.742321425	7.417936637
12707	chr2	16499214	16502400	3187	*	8.55	6.22	9.4	-3.18	3.18	3.39E-09	6.10E-08	8.469800302	7.214670165
5059	chr11	117087192	117089947	2756	*	8.54	9.39	6.21	3.18	3.18	5.77E-09	8.98E-08	8.238824187	7.046723663
9517	chr16	74347128	74349174	2047	*	8.08	8.93	5.76	3.18	3.18	5.71E-07	3.06E-06	6.243363892	5.514278574
7177	chr14	21565386	21568175	2790	*	8.4	6.06	9.25	-3.18	3.18	8.09E-07	4.02E-06	6.092051478	5.395773947
2354	chr1	217212083	217214313	2231	*	8.29	9.13	5.96	3.18	3.18	1.03E-06	4.88E-06	5.987162775	5.311580178
12677	chr2	12856278	12861050	4773	*	8.88	6.55	9.73	-3.18	3.18	3.01E-05	8.30E-05	4.521433504	4.080921908
14305	chr2	216559276	216562445	3170	*	8.85	9.7	6.52	3.18	3.18	3.93E-05	0.000104	4.40560745	3.982966661
2525	chr1	233502232	233504783	2552	*	8.06	5.74	8.91	-3.18	3.18	6.66E-05	0.000167	4.176525771	3.777283529
19044	chr5	14071972	14075860	3889	*	9.02	9.87	6.69	3.18	3.18	7.00E-05	0.000174	4.15490196	3.759450752
1090	chr1	84269644	84271552	1909	*	8.93	9.78	6.59	3.19	3.19	4.49E-14	1.22E-11	13.34775366	10.91364017
19947	chr5	141092190	141094973	2784	*	8.49	6.15	9.34	-3.19	3.19	4.33E-11	2.39E-09	10.3635121	8.621602099
20722	chr6	28459547	28462346	2800	*	8.26	5.91	9.11	-3.19	3.19	2.87E-10	9.39E-09	9.542118103	8.027334408
12888	chr2	31546634	31548784	2151	*	8.52	6.18	9.37	-3.19	3.19	2.19E-09	4.46E-08	8.659555885	7.350665141
12664	chr2	10686624	10689607	2984	*	9.05	9.9	6.7	3.19	3.19	2.83E-09	5.36E-08	8.548213564	7.27083521
